"Schema版本","ID","符号种类","规范名称","别名","语法","类别","值类型","所需上下文","当前实现","兼容状态","已知差异或实施结论","安全等级","来源","附件出现","真实语料次数","翎风说明","测试编号","说明书页面","负责人","最后复核日期","版本","无上下文结果","可用脚本入口","触发时点"
"1","LFENV-SYMBOL-0194","附件原文","MAXHP","","<$MAXHP>","人物","Integer","玩家对象","LingFengP0ServerSymbols + ScriptTextRenderer","B","已通过 LFENV-05 P0 Adapter、统一 Renderer、真实 NPC/条件动作/系统触发/ScriptApi 入口与旧分支回归测试。","普通","用户附件:翎风服务器常量","是","0","HP上限","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0195","附件原文","MAXHW","","<$MAXHW>","人物","Integer","玩家对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","最高腕力","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0196","附件原文","MAXMAC","","<$MAXMAC>","人物","Integer","玩家对象","LingFengP0ServerSymbols + ScriptTextRenderer","B","已通过 LFENV-05 P0 Adapter、统一 Renderer、真实 NPC/条件动作/系统触发/ScriptApi 入口与旧分支回归测试。","普通","用户附件:翎风服务器常量","是","0","最高魔法防御力","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0197","附件原文","MAXMC","","<$MAXMC>","人物","Integer","玩家对象","LingFengP0ServerSymbols + ScriptTextRenderer","B","已通过 LFENV-05 P0 Adapter、统一 Renderer、真实 NPC/条件动作/系统触发/ScriptApi 入口与旧分支回归测试。","普通","用户附件:翎风服务器常量","是","0","最高魔法力","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0198","附件原文","MAXMP","","<$MAXMP>","人物","Integer","玩家对象","LingFengP0ServerSymbols + ScriptTextRenderer","B","已通过 LFENV-05 P0 Adapter、统一 Renderer、真实 NPC/条件动作/系统触发/ScriptApi 入口与旧分支回归测试。","普通","用户附件:翎风服务器常量","是","0","MP上限","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0199","附件原文","MAXNH","","<$MAXNH>","人物","Integer","玩家对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","内力上限","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0200","附件原文","MAXSC","","<$MAXSC>","人物","Integer","玩家对象","LingFengP0ServerSymbols + ScriptTextRenderer","B","已通过 LFENV-05 P0 Adapter、统一 Renderer、真实 NPC/条件动作/系统触发/ScriptApi 入口与旧分支回归测试。","普通","用户附件:翎风服务器常量","是","0","最高道术","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0201","附件原文","MAXWW","","<$MAXWW>","人物","Integer","玩家对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","最高负重","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0202","附件原文","MC","","<$MC>","人物","Integer","玩家对象","LingFengP0ServerSymbols + ScriptTextRenderer","B","已通过 LFENV-05 P0 Adapter、统一 Renderer、真实 NPC/条件动作/系统触发/ScriptApi 入口与旧分支回归测试。","普通","用户附件:翎风服务器常量","是","0","魔法力","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0203","附件原文","MINUTE","","<$MINUTE>","服务器与时间","Integer","服务器环境上下文","LingFengP0ServerSymbols + ScriptTextRenderer","B","已通过 LFENV-05 P0 Adapter、统一 Renderer、真实 NPC/条件动作/系统触发/ScriptApi 入口与旧分支回归测试。","普通","用户附件:翎风服务器常量","是","0","当前分钟","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","脚本执行期间读取服务器只读快照"
"1","LFENV-SYMBOL-0204","附件原文","MONTH","","<$MONTH>","服务器与时间","Integer","服务器环境上下文","LingFengP0ServerSymbols + ScriptTextRenderer","B","已通过 LFENV-05 P0 Adapter、统一 Renderer、真实 NPC/条件动作/系统触发/ScriptApi 入口与旧分支回归测试。","普通","用户附件:翎风服务器常量","是","0","当前月份","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","脚本执行期间读取服务器只读快照"
"1","LFENV-SYMBOL-0205","附件原文","MOUSEX","","<$MOUSEX>","人物","String","玩家对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","鼠标在游戏窗口中的坐标","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0206","附件原文","MOUSEY","","<$MOUSEY>","人物","String","玩家对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","鼠标在游戏窗口中的坐标","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0207","附件原文","NECKLACE","","<$NECKLACE>","人物","String","玩家对象","LingFengP0ServerSymbols + ScriptTextRenderer","B","已通过 LFENV-05 P0 Adapter、统一 Renderer、真实 NPC/条件动作/系统触发/ScriptApi 入口与旧分支回归测试。","普通","用户附件:翎风服务器常量","是","0","项链","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0208","附件原文","NGADDPOWER","","<$NGADDPOWER>","人物","String","玩家对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","内功伤害增加","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0209","附件原文","NGDECPOWER","","<$NGDECPOWER>","人物","String","玩家对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","内功伤害减少","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0210","附件原文","NGEXP","","<$NGEXP>","人物","Integer","玩家对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","内功经验","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0211","附件原文","NGLEVEL","","<$NGLEVEL>","人物","Integer","玩家对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","内功等级","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0212","附件原文","NGMAXEXP","","<$NGMAXEXP>","人物","Integer","玩家对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","内功升级经验","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0213","附件原文","NH","","<$NH>","人物","String","玩家对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","内力","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0214","附件原文","ONUSERCOUNT","","<$ONUSERCOUNT>","服务器与时间","Integer","服务器环境上下文","LingFengP0ServerSymbols + ScriptTextRenderer","B","已通过 LFENV-05 P0 Adapter、统一 Renderer、真实 NPC/条件动作/系统触发/ScriptApi 入口与旧分支回归测试。","普通","用户附件:翎风服务器常量","是","0","真人在线数","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","脚本执行期间读取服务器只读快照"
"1","LFENV-SYMBOL-0215","附件原文","OWNERGUILD","","<$OWNERGUILD>","行会攻城","String","玩家对象与行会/城堡上下文","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","沙巴克管理行会名称","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0216","附件原文","PET.CURTARGETFULLNAME","","<$PET.CURTARGETFULLNAME>","宠物","String","玩家对象与宠物对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","宠物攻击目标名称（包含数字）","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0217","附件原文","PET.CURTARGETHP","","<$PET.CURTARGETHP>","宠物","Integer","玩家对象与宠物对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","宠物当前击中目标剩余HP","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0218","附件原文","PET.CURTARGETMAXHP","","<$PET.CURTARGETMAXHP>","宠物","Integer","玩家对象与宠物对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","宠物当前击中目标最大HP","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0219","附件原文","PET.CURTARGETNAME","","<$PET.CURTARGETNAME>","宠物","String","玩家对象与宠物对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","宠物攻击目标名称（不包含数字）","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0220","附件原文","PET.CURTARGETX","","<$PET.CURTARGETX>","宠物","String","玩家对象与宠物对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","宠物当前攻击目标X坐标","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0221","附件原文","PET.CURTARGETY","","<$PET.CURTARGETY>","宠物","String","玩家对象与宠物对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","宠物当前攻击目标Y坐标","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0222","附件原文","PET.DAMAGEVALUE","","<$PET.DAMAGEVALUE>","战斗事件","String","玩家对象与战斗事件上下文","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","宠物攻击目标掉血量","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（显示为空，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","对应不可变战斗事件 DTO 生命周期内"
"1","LFENV-SYMBOL-0223","附件原文","PET.HP","","<$PET.HP>","宠物","Integer","玩家对象与宠物对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","宠物当前剩余HP","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0224","附件原文","PET.KILLMONNAME","","<$PET.KILLMONNAME>","战斗事件","String","玩家对象与战斗事件上下文","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","宠物杀死的怪物名称","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（显示为空，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","对应不可变战斗事件 DTO 生命周期内"
"1","LFENV-SYMBOL-0225","附件原文","PET.MAXHP","","<$PET.MAXHP>","宠物","Integer","玩家对象与宠物对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","宠物最大HP","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0226","附件原文","PET.MAXMP","","<$PET.MAXMP>","宠物","Integer","玩家对象与宠物对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","宠物最大MP","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0227","附件原文","PET.MP","","<$PET.MP>","宠物","Integer","玩家对象与宠物对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","宠物当前剩余MP","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0228","附件原文","PET.X","","<$PET.X>","宠物","Integer","玩家对象与宠物对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","宠物自身X坐标","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0229","附件原文","PET.Y","","<$PET.Y>","宠物","Integer","玩家对象与宠物对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","宠物自身Y坐标","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0230","附件原文","PHONE","","<$PHONE>","运营配置","String","公开运营配置","未实现（公开运营配置 Adapter 待 LFENV-08）","X","仅允许读取专门的公开运营配置；缺失时返回空字符串并记录 ConfigMissing。","敏感","用户附件:翎风服务器常量","是","0","联系电话号码","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","空字符串并记录 ConfigMissing","NPC 对话显示与文本参数","脚本执行期间读取已发布运营配置快照"
"1","LFENV-SYMBOL-0231","附件原文","PKPOINT","","<$PKPOINT>","人物","Integer","玩家对象","LingFengP0ServerSymbols + ScriptTextRenderer","B","已通过 LFENV-05 P0 Adapter、统一 Renderer、真实 NPC/条件动作/系统触发/ScriptApi 入口与旧分支回归测试。","普通","用户附件:翎风服务器常量","是","0","PK点数","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0232","附件原文","PKPOWER","","<$PKPOWER>","战斗事件","String","玩家对象与战斗事件上下文","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","人物对攻击目标的伤害输出值","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（显示为空，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","对应不可变战斗事件 DTO 生命周期内"
"1","LFENV-SYMBOL-0233","附件原文","POISONRECOVER","","<$POISONRECOVER>","人物","String","玩家对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","中毒恢复","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0234","附件原文","POWERRATE","","<$POWERRATE>","人物","Integer","玩家对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","人物攻击人物伤害力倍数","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0235","附件原文","POWERRATETIME","","<$POWERRATETIME>","服务器与时间","Integer","服务器环境上下文","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","人物攻击人物伤害倍数剩余时间","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","脚本执行期间读取服务器只读快照"
"1","LFENV-SYMBOL-0236","附件原文","QQ","","<$QQ>","运营配置","String","公开运营配置","未实现（公开运营配置 Adapter 待 LFENV-08）","D","仅允许读取专门的公开运营配置；缺失时返回空字符串并记录 ConfigMissing。","敏感","用户附件:翎风服务器常量","是","0","联系QQ号","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","空字符串并记录 ConfigMissing","NPC 对话显示与文本参数","脚本执行期间读取已发布运营配置快照"
"1","LFENV-SYMBOL-0237","附件原文","RANDOMNO","","<$RANDOMNO>","人物","String","玩家对象","未实现（LFENV 后续阶段）","D","真实语料或附件已登记，等待对应 LFENV Adapter 实现与契约测试。","普通","用户附件:翎风服务器常量","是","0","随机值变量","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
"1","LFENV-SYMBOL-0238","附件原文","RANKNAME","","<$RANKNAME>","人物","String","玩家对象","LingFengP0ServerSymbols + ScriptTextRenderer","B","已通过 LFENV-05 P0 Adapter、统一 Renderer、真实 NPC/条件动作/系统触发/ScriptApi 入口与旧分支回归测试。","普通","用户附件:翎风服务器常量","是","0","行会职位名称","LFENV-CATALOG-001","Docs/design/scripting/翎风服务器常量与整服Envir直接运行实施规格.md","LFENV","2026-08-16","LFENV-2026-08-16-baseline","ContextUnavailable（按契约显示为空或 0，预检保留诊断）","NPC 对话、#IF/#ACT 文本参数、系统与事件触发页","玩家脚本上下文有效期间"
